"사용일자","노선명","역명","승차총승객수","하차총승객수"
"2022-01-05","수인선","인천논현",5321,5573
"2022-01-05","수인선","호구포",3779,3934
"2022-01-05","수인선","남동인더스파크",2311,2580
"2022-01-05","수인선","원인재",4176,4356
"2022-01-05","수인선","연수",4130,4093
"2022-01-05","수인선","송도",2371,2236
"2022-01-05","수인선","인하대",5279,5147
"2022-01-05","수인선","숭의",3941,3675
"2022-01-05","수인선","신포",1703,1675
"2022-01-05","수인선","인천",972,1511
"2022-01-05","안산선","산본",15272,16442
"2022-01-05","안산선","대야미",4786,4267
"2022-01-05","안산선","반월",4209,3996
"2022-01-05","안산선","상록수",14734,15163
"2022-01-05","안산선","한대앞",8165,8334
"2022-01-05","안산선","중앙",16872,17376
"2022-01-05","안산선","고잔",8431,7944
"2022-01-05","안산선","초지",4353,4408
"2022-01-05","안산선","안산",10941,9830
"2022-01-05","안산선","신길온천",1643,1503
"2022-01-05","안산선","정왕",7054,7455
"2022-01-05","안산선","오이도",7824,7652
"2022-01-05","안산선","수리산",3992,3243
"2022-01-05","우이신설선","북한산우이",2549,2315
"2022-01-05","우이신설선","솔밭공원",2372,2252
"2022-01-05","우이신설선","4.19민주묘지",2581,2487
"2022-01-05","우이신설선","가오리",3966,3916
"2022-01-05","우이신설선","화계",3180,2968
"2022-01-05","우이신설선","삼양",1986,2092
"2022-01-05","우이신설선","삼양사거리",2358,2377
"2022-01-05","우이신설선","솔샘",5701,5375
"2022-01-05","우이신설선","북한산보국문",5715,5546
"2022-01-05","우이신설선","정릉",4422,4173
"2022-01-05","1호선","시청",21174,21287
"2022-01-05","1호선","동묘앞",6762,7136
"2022-01-05","1호선","서울역",38744,36262
"2022-01-05","1호선","종로3가",24322,22268
"2022-01-05","1호선","종로5가",21062,20595
"2022-01-05","1호선","동대문",9999,9324
"2022-01-05","1호선","신설동",13140,12803
"2022-01-05","1호선","제기동",16043,16367
"2022-01-05","1호선","청량리(서울시립대입구)",18158,18070
"2022-01-05","2호선","시청",23273,22453
"2022-01-05","2호선","을지로입구",38468,39075
"2022-01-05","2호선","을지로3가",22568,22245
"2022-01-05","2호선","을지로4가",12630,12434
"2022-01-05","2호선","동대문역사문화공원(DDP)",11270,12288
"2022-01-05","2호선","신당",13019,13689
"2022-01-05","2호선","상왕십리",13680,13352
"2022-01-05","2호선","왕십리(성동구청)",14859,12789
"2022-01-05","2호선","한양대",6340,6656
"2022-01-05","2호선","뚝섬",21554,23189
"2022-01-05","2호선","성수",37655,40372
"2022-01-05","2호선","건대입구",33043,35323
"2022-01-05","2호선","구의(광진구청)",23145,23105
"2022-01-05","2호선","강변(동서울터미널)",28475,26833
"2022-01-05","2호선","잠실나루",13910,13614
"2022-01-05","2호선","잠실(송파구청)",64727,64090
"2022-01-05","2호선","잠실새내",20336,20349
"2022-01-05","2호선","종합운동장",6678,7048
"2022-01-05","2호선","삼성(무역센터)",51327,51487
"2022-01-05","2호선","선릉",57173,50828
"2022-01-05","2호선","역삼",54128,59889
"2022-01-05","2호선","강남",85391,82379
"2022-01-05","2호선","교대(법원.검찰청)",32733,36418
"2022-01-05","2호선","서초",20910,20222
"2022-01-05","2호선","방배",15866,16619
"2022-01-05","2호선","사당",34666,37483
"2022-01-05","2호선","낙성대(강감찬)",25887,25551
"2022-01-05","2호선","서울대입구(관악구청)",45341,45364
"2022-01-05","2호선","봉천",23214,21790
"2022-01-05","2호선","신림",60772,59804
"2022-01-05","2호선","신대방",25306,24891
"2022-01-05","2호선","구로디지털단지",59242,59546
"2022-01-05","2호선","대림(구로구청)",23052,23603
"2022-01-05","1호선","종각",33946,33241
"2022-01-05","2호선","신도림",45212,44424
"2022-01-05","2호선","문래",21009,21382
"2022-01-06","분당선","강남구청",10272,11497
"2022-01-06","중앙선","지평",73,80
"2022-01-06","중앙선","용문",1438,1465
"2022-01-06","중앙선","원덕",282,287
"2022-01-06","중앙선","양평",2314,2356
"2022-01-06","중앙선","오빈",272,273
"2022-01-06","중앙선","아신",468,413
"2022-01-06","중앙선","국수",593,574
"2022-01-06","중앙선","신원",163,165
"2022-01-06","중앙선","양수",1567,1608
"2022-01-06","중앙선","운길산",626,564
"2022-01-06","중앙선","팔당",797,797
"2022-01-06","중앙선","도심",2321,1836
"2022-01-06","중앙선","덕소",5353,5266
"2022-01-06","중앙선","양정",709,606
"2022-01-06","중앙선","도농",10167,9357
"2022-01-06","중앙선","구리",13118,13395
"2022-01-06","중앙선","양원",1959,1905
"2022-01-06","중앙선","망우",7436,7283
"2022-01-06","중앙선","상봉(시외버스터미널)",5512,5571
"2022-01-06","중앙선","중랑",5420,5181
"2022-01-06","중앙선","회기",22548,21977
"2022-01-06","장항선","신창(순천향대)",803,829
"2022-01-06","장항선","온양온천",3021,3051
"2022-01-06","장항선","배방",857,824
"2022-01-06","장항선","탕정",367,325
"2022-01-06","장항선","아산",2400,2087
"2022-01-06","장항선","쌍용(나사렛대)",1646,1608
"2022-01-06","장항선","봉명",1087,1082
"2022-01-06","일산선","대화",12115,9605
"2022-01-06","일산선","주엽",8528,8653
"2022-01-06","일산선","정발산",7026,6960
"2022-01-06","일산선","마두",7146,7415
"2022-01-06","일산선","백석",9584,9726
"2022-01-06","일산선","대곡",1924,1475
"2022-01-06","경원선","도봉",5740,5661
"2022-01-06","분당선","선정릉",8162,8758
"2022-01-06","안산선","중앙",17036,17452
"2022-01-06","안산선","한대앞",8293,8448
"2022-01-06","안산선","상록수",14938,15331
"2022-01-06","안산선","반월",4035,3983
"2022-01-06","안산선","대야미",4756,4350
"2022-01-06","안산선","산본",15336,16372
"2022-01-06","수인선","인천",1007,1642
"2022-01-06","수인선","신포",1619,1652
"2022-01-06","수인선","숭의",3917,3718
"2022-01-06","수인선","인하대",5306,5056
"2022-01-06","수인선","송도",2347,2209
"2022-01-06","수인선","연수",4206,4031
"2022-01-06","수인선","원인재",4104,4253
"2022-01-06","수인선","남동인더스파크",2309,2574
"2022-01-06","일산선","화정",16317,16651
"2022-01-06","일산선","원당",10690,10212
"2022-01-06","일산선","삼송",18768,18413
"2022-01-06","일산선","원흥",10399,9947
"2022-01-06","우이신설선","신설동",2091,1971
"2022-01-06","우이신설선","보문",1420,1428
"2022-01-06","우이신설선","성신여대입구(돈암)",3111,3413
"2022-01-06","우이신설선","정릉",4483,4147
"2022-01-06","우이신설선","북한산보국문",5683,5511
"2022-01-06","우이신설선","솔샘",5708,5384
"2022-01-06","우이신설선","삼양사거리",2362,2375
"2022-01-06","우이신설선","삼양",1926,2106
"2022-01-06","우이신설선","화계",3276,3054
"2022-01-06","우이신설선","가오리",3905,3964
"2022-01-06","우이신설선","4.19민주묘지",2623,2531
"2022-01-06","우이신설선","솔밭공원",2451,2301
"2022-01-06","우이신설선","북한산우이",2455,2219
"2022-01-06","안산선","수리산",4018,3255
"2022-01-06","안산선","오이도",7704,7498
"2022-01-06","안산선","정왕",7090,7373
"2022-01-06","안산선","신길온천",1586,1499
"2022-01-06","안산선","안산",11067,9968
"2022-01-06","안산선","초지",4321,4410
"2022-01-06","안산선","고잔",8398,8081
"2022-01-06","수인선","호구포",3925,3937
"2022-01-06","수인선","인천논현",5314,5589
"2022-01-06","수인선","소래포구",4661,4393
"2022-01-06","수인선","월곶",2571,2324
"2022-01-06","수인선","달월",91,55
"2022-01-06","수인선","사리",4302,3792
"2022-01-06","수인선","야목",293,234
"2022-01-06","수인선","어천",651,601
"2022-01-06","수인선","오목천",2824,2572
"2022-01-06","수인선","고색",4398,4177
"2022-01-06","분당선","매교",2661,2720
"2022-01-06","분당선","수원시청",12361,12997
"2022-01-06","분당선","매탄권선",4855,4759
"2022-01-06","분당선","망포",14292,13643
"2022-01-06","분당선","영통",8236,8029
"2022-01-06","분당선","청명",4170,4114
"2022-01-06","분당선","상갈",5303,5057
"2022-01-06","분당선","기흥",9376,8946
"2022-01-06","분당선","신갈",4556,4485
"2022-01-06","분당선","구성",4991,5240
"2022-01-06","분당선","죽전",12912,14103
"2022-01-06","분당선","보정",2478,2170
"2022-01-06","분당선","야탑",25437,26500
"2022-01-06","분당선","모란",19063,19423
"2022-01-06","분당선","이매",5692,5257
"2022-01-06","분당선","태평",13175,12840
"2022-01-06","분당선","가천대",6391,7253
"2022-01-06","분당선","오리",11980,9701
"2022-01-06","분당선","미금",15385,16102
"2022-01-06","분당선","정자",17669,18566
"2022-01-06","분당선","수내",13492,13666
"2022-01-06","분당선","서현",24841,25430
"2022-01-06","1호선","서울역",40340,38347
"2022-01-06","1호선","동묘앞",6982,7278
"2022-01-06","1호선","시청",21276,21242
"2022-01-06","1호선","종각",34091,33098
"2022-01-06","1호선","종로3가",24996,22827
"2022-01-06","1호선","종로5가",21472,21415
"2022-01-06","1호선","동대문",10266,9601
"2022-01-06","1호선","신설동",13285,12895
"2022-01-06","1호선","제기동",17035,17370
"2022-01-06","1호선","청량리(서울시립대입구)",18919,18856
"2022-01-06","2호선","시청",23059,22320
"2022-01-06","2호선","을지로입구",38778,39500
"2022-01-06","2호선","을지로3가",22071,21925
"2022-01-06","2호선","을지로4가",13009,12941
"2022-01-06","2호선","동대문역사문화공원(DDP)",11503,12788
"2022-01-06","2호선","신당",13257,13645
"2022-01-06","2호선","상왕십리",13966,13690
"2022-01-06","2호선","왕십리(성동구청)",14976,12878
"2022-01-06","2호선","한양대",6562,6864
"2022-01-06","2호선","뚝섬",21789,23260
"2022-01-06","2호선","성수",37858,40830
"2022-01-06","2호선","건대입구",33545,35694
"2022-01-06","2호선","구의(광진구청)",23268,22898
"2022-01-06","2호선","강변(동서울터미널)",28693,27082
"2022-01-06","2호선","잠실나루",14187,13784
"2022-01-06","2호선","잠실(송파구청)",66777,66556
"2022-01-06","2호선","잠실새내",20452,20278
"2022-01-06","2호선","종합운동장",6923,7337
"2022-01-06","2호선","삼성(무역센터)",51897,52051
"2022-01-06","2호선","선릉",57573,51419
"2022-01-06","2호선","역삼",54099,59750
"2022-01-06","2호선","강남",86215,84876
"2022-01-06","2호선","교대(법원.검찰청)",32862,36863
"2022-01-06","2호선","서초",21016,20475
"2022-01-06","2호선","방배",15974,16705
"2022-01-06","2호선","사당",35198,38257
"2022-01-06","2호선","낙성대(강감찬)",26386,26019
"2022-01-06","2호선","서울대입구(관악구청)",45738,45341
"2022-01-06","2호선","봉천",23149,21742
"2022-01-06","2호선","신림",61525,60435
"2022-01-06","2호선","신대방",25768,25322
"2022-01-06","2호선","구로디지털단지",59838,59844
"2022-01-06","2호선","대림(구로구청)",22873,23441
"2022-01-06","2호선","신도림",45958,45152
"2022-01-06","2호선","문래",21285,21568
"2022-01-06","2호선","영등포구청",22693,23193
"2022-01-06","2호선","당산",17993,20798
"2022-01-06","2호선","합정",30267,31207
"2022-01-06","2호선","홍대입구",52648,53736
"2022-01-06","2호선","신촌",31426,32056
"2022-01-06","2호선","이대",11983,12783
"2022-01-06","2호선","아현",9623,9234
"2022-01-06","2호선","충정로(경기대입구)",9581,10007
"2022-01-06","2호선","용답",2556,2561
"2022-01-06","2호선","신답",1631,1879
"2022-01-06","2호선","신설동",3150,3304
"2022-01-06","2호선","도림천",1366,1414
"2022-01-06","2호선","양천구청",6599,7084
"2022-01-06","2호선","신정네거리",10014,10393
"2022-01-06","2호선","용두(동대문구청)",2369,2475
"2022-01-06","3호선","지축",4470,4324
"2022-01-06","3호선","구파발",19903,18925
"2022-01-06","3호선","연신내",34942,33309
"2022-01-06","3호선","불광",15651,16747
"2022-01-06","3호선","녹번",15192,13963
"2022-01-06","3호선","홍제",16423,15658
"2022-01-06","3호선","무악재",3743,3853
"2022-01-06","3호선","독립문",6342,6450
"2022-01-06","3호선","경복궁(정부서울청사)",18675,18368
"2022-01-06","3호선","안국",18543,19211
"2022-01-06","3호선","종로3가",9974,11284
"2022-01-06","3호선","을지로3가",10514,10701
"2022-01-06","3호선","동대입구",7116,7338
"2022-01-06","3호선","약수",12450,12059
"2022-01-06","3호선","금호",7756,7492
"2022-01-06","3호선","옥수",8620,9031
"2022-01-06","3호선","압구정",32248,34101
"2022-01-06","3호선","신사",31647,32750
"2022-01-06","3호선","잠원",4566,4469
"2022-01-06","3호선","고속터미널",37030,35434
"2022-01-06","3호선","교대(법원.검찰청)",13835,9114
"2022-01-06","3호선","남부터미널(예술의전당)",27999,28525
"2022-01-06","3호선","양재(서초구청)",38112,41435
"2022-01-06","3호선","매봉",12738,12291
"2022-01-06","3호선","도곡",5198,5325
"2022-01-06","3호선","대치",11531,11403
"2022-01-06","3호선","학여울",1754,1818
"2022-01-06","3호선","대청",9964,9375
"2022-01-06","3호선","일원",10293,10055
"2022-01-06","3호선","수서",16288,16714
"2022-01-06","3호선","가락시장",8922,8503
"2022-01-06","3호선","경찰병원",7226,7419
"2022-01-06","3호선","오금",6151,5569
"2022-01-06","4호선","수유(강북구청)",32339,32611
"2022-01-06","4호선","미아(서울사이버대학)",14049,13718
"2022-01-06","4호선","미아사거리",26262,25624
"2022-01-06","4호선","길음",19734,19234
"2022-01-06","4호선","성신여대입구(돈암)",18785,18085
"2022-01-06","4호선","한성대입구(삼선교)",12166,12002
"2022-01-06","4호선","혜화",31412,31451
"2022-01-06","4호선","동대문",19087,19146
"2022-01-06","4호선","동대문역사문화공원(DDP)",14336,13078
"2022-01-06","4호선","충무로",25149,26180
"2022-01-06","4호선","명동",17458,18050
"2022-01-06","4호선","회현(남대문시장)",24075,25419
"2022-01-06","4호선","서울역",10702,15245
"2022-01-06","4호선","숙대입구(갈월)",12026,11595
"2022-01-06","4호선","삼각지",4927,5320
"2022-01-06","4호선","신용산",16282,17089
"2022-01-06","4호선","이촌(국립중앙박물관)",7012,7708
"2022-01-06","4호선","동작(현충원)",1368,1589
"2022-01-06","4호선","총신대입구(이수)",18184,19517
"2022-01-06","4호선","사당",24095,19898
"2022-01-06","4호선","남태령",1102,1020
"2022-01-06","4호선","당고개",12127,11244
"2022-01-06","4호선","상계",18513,17300
"2022-01-06","4호선","노원",18100,20257
"2022-01-06","4호선","창동",24528,25927
"2022-01-06","4호선","쌍문",28423,26462
"2022-01-06","5호선","방화",6533,6391
"2022-01-06","5호선","개화산",5373,5102
"2022-01-06","5호선","김포공항",7025,6712
"2022-01-06","5호선","송정",6275,5991
"2022-01-06","5호선","마곡",10984,10769
"2022-01-06","5호선","발산",20270,20234
"2022-01-06","5호선","우장산",13725,13778
"2022-01-06","5호선","화곡",27667,26233
"2022-01-06","5호선","까치산",28150,27491
"2022-01-06","5호선","신정(은행정)",13794,11031
"2022-01-06","5호선","목동",16370,17947
"2022-01-06","5호선","오목교(목동운동장앞)",21449,22793
"2022-01-06","5호선","양평",7635,7627
"2022-01-06","5호선","영등포구청",3852,3989
"2022-01-06","5호선","영등포시장",10032,10455
"2022-01-06","5호선","신길",4054,4522
"2022-01-06","5호선","여의도",29337,30379
"2022-01-06","5호선","여의나루",8658,9421
"2022-01-06","5호선","마포",14253,14587
"2022-01-06","5호선","공덕",13849,14488
"2022-01-06","5호선","애오개",6690,6759
"2022-01-06","5호선","충정로(경기대입구)",4738,4894
"2022-01-06","5호선","서대문",18585,18996
"2022-01-06","5호선","광화문(세종문화회관)",30129,31309
"2022-01-06","5호선","종로3가",12010,11781
"2022-01-06","5호선","을지로4가",6216,6144
"2022-01-06","5호선","동대문역사문화공원(DDP)",3002,3439
"2022-01-06","5호선","청구",3896,3513
"2022-01-06","5호선","신금호",5998,6399
"2022-01-06","5호선","행당",7823,7080
"2022-01-06","5호선","왕십리(성동구청)",4659,5127
"2022-01-06","5호선","마장",5427,5081
"2022-01-06","5호선","답십리",15704,14475
"2022-01-06","5호선","장한평",18610,18572
"2022-01-06","5호선","군자(능동)",10974,11992
"2022-01-06","5호선","아차산(어린이대공원후문)",13842,13554
"2022-01-06","5호선","광나루(장신대)",12926,11825
"2022-01-06","5호선","천호(풍납토성)",17762,17467
"2022-01-06","5호선","강동",18195,17537
"2022-01-06","5호선","길동",7827,8139
"2022-01-06","5호선","굽은다리(강동구민회관앞)",9330,8927
"2022-01-06","5호선","명일",8103,8542
"2022-01-06","5호선","고덕",9155,9302
"2022-01-06","5호선","상일동",15209,13937
"2022-01-06","5호선","둔촌동",8643,8651
"2022-01-06","5호선","올림픽공원(한국체대)",4177,3552
"2022-01-06","5호선","방이",7280,7447
"2022-01-06","5호선","오금",3604,3643
"2022-01-06","5호선","개롱",6195,6440
"2022-01-06","5호선","거여",9053,8517
"2022-01-06","5호선","마천",6638,6621
"2022-01-06","5호선","강일",3798,3702
"2022-01-06","5호선","미사",15657,15730
"2022-01-06","5호선","하남풍산",4163,4285
"2022-01-06","5호선","하남시청(덕풍·신장)",6264,5961
"2022-01-06","5호선","하남검단산",5381,5163
"2022-01-06","6호선","응암",17117,16966
"2022-01-06","6호선","역촌",3676,4470
"2022-01-06","6호선","불광",4123,4049
"2022-01-06","6호선","독바위",2660,2782
"2022-01-06","6호선","구산",7321,5632
"2022-01-06","6호선","새절(신사)",12307,11552
"2022-01-06","6호선","증산(명지대앞)",9906,10109
"2022-01-06","6호선","디지털미디어시티",13675,14847
"2022-01-06","6호선","월드컵경기장(성산)",3613,3761
"2022-01-06","6호선","마포구청",13805,12754
"2022-01-06","6호선","망원",13440,14694
"2022-01-06","6호선","합정",12685,12255
"2022-01-06","6호선","상수",7835,8655
"2022-01-06","6호선","광흥창(서강)",8869,8507
"2022-01-06","6호선","대흥(서강대앞)",7565,7769
"2022-01-06","6호선","공덕",17767,17189
"2022-01-06","6호선","효창공원앞",6767,6185
"2022-01-06","6호선","삼각지",6052,5482
"2022-01-06","6호선","녹사평(용산구청)",4500,4406
"2022-01-06","6호선","이태원",8726,8881
"2022-01-06","6호선","한강진",8139,9133
"2022-01-06","6호선","버티고개",1877,1990
"2022-01-06","6호선","약수",3553,3431
"2022-01-06","6호선","청구",3681,3974
"2022-01-06","6호선","신당",8214,8605
"2022-01-06","6호선","동묘앞",7253,7450
"2022-01-06","6호선","창신",3388,2811
"2022-01-06","6호선","보문",6967,6481
"2022-01-06","6호선","안암(고대병원앞)",9558,9654
"2022-01-06","6호선","고려대(종암)",7346,7120
"2022-01-06","6호선","월곡(동덕여대)",10914,11020
"2022-01-06","6호선","상월곡(한국과학기술연구원)",6034,5415
"2022-01-06","6호선","돌곶이",9032,8422
"2022-01-06","6호선","석계",11713,12007
"2022-01-06","6호선","태릉입구",5273,5739
"2022-01-06","6호선","화랑대(서울여대입구)",11240,8860
"2022-01-06","6호선","봉화산(서울의료원)",8666,8260
"2022-01-06","6호선","신내",1,0
"2022-01-06","7호선","장암",2202,840
"2022-01-06","7호선","도봉산",8642,10018
"2022-01-06","7호선","수락산",12209,12056
"2022-01-06","7호선","마들",12409,12006
"2022-01-06","7호선","노원",19180,19686
"2022-01-06","7호선","중계",13565,12530
"2022-01-06","7호선","하계",17006,16151
"2022-01-06","7호선","공릉(서울과학기술대)",11283,11241
"2022-01-06","7호선","태릉입구",8155,7653
"2022-01-06","7호선","먹골",9766,9596
"2022-01-06","7호선","중화",10642,10386
"2022-01-06","7호선","상봉(시외버스터미널)",16455,15680
"2022-01-06","7호선","면목",14954,14670
"2022-01-06","7호선","사가정",15563,15632
"2022-01-06","7호선","용마산(용마폭포공원)",6097,5870
"2022-01-06","7호선","중곡",10520,10136
"2022-01-06","7호선","군자(능동)",14840,11937
"2022-01-06","7호선","어린이대공원(세종대)",11871,11593
"2022-01-06","7호선","건대입구",11648,12257
"2022-01-06","7호선","뚝섬유원지",7027,6865
"2022-01-06","7호선","청담",19516,21945
"2022-01-06","7호선","강남구청",16723,18363
"2022-01-06","7호선","학동",25404,26973
"2022-01-06","7호선","논현",20791,22527
"2022-01-06","7호선","반포",5712,5324
"2022-01-06","7호선","고속터미널",14893,12710
"2022-01-06","7호선","내방",14475,14856
"2022-01-06","7호선","이수",15310,14893
"2022-01-06","7호선","남성",10883,10149
"2022-01-06","7호선","숭실대입구(살피재)",11410,11641
"2022-01-06","7호선","상도",10464,10291
"2022-01-06","7호선","장승배기",8809,8683
"2022-01-06","7호선","신대방삼거리",16338,15714
"2022-01-06","7호선","보라매",9678,9744
"2022-01-06","7호선","신풍",11195,10776
"2022-01-06","7호선","대림(구로구청)",7522,7544
"2022-01-06","7호선","남구로",15885,16757
"2022-01-06","7호선","가산디지털단지",47851,47621
"2022-01-06","7호선","철산",20585,21148
"2022-01-06","7호선","광명사거리",21835,21525
"2022-01-06","7호선","천왕",11259,10768
"2022-01-06","7호선","온수(성공회대입구)",10037,9221
"2022-01-06","7호선","신중동",1,0
"2022-01-06","7호선","부평구청",2,0
"2022-01-06","8호선","암사",18657,16597
"2022-01-06","8호선","천호(풍납토성)",14756,16819
"2022-01-06","8호선","강동구청",10372,10724
"2022-01-06","8호선","몽촌토성(평화의문)",6020,6107
"2022-01-06","8호선","잠실(송파구청)",14152,16381
"2022-01-06","8호선","석촌",7815,8850
"2022-01-06","8호선","송파",7210,7330
"2022-01-06","8호선","가락시장",7819,8549
"2022-01-06","8호선","문정",22678,23904
"2022-01-06","8호선","장지",17198,16487
"2022-01-06","8호선","복정",9429,7912
"2022-01-06","8호선","산성",5100,5225
"2022-01-06","8호선","남한산성입구(성남법원.검찰청)",13079,12040
"2022-01-06","8호선","단대오거리",10172,9884
"2022-01-06","8호선","신흥",4123,4556
"2022-01-06","8호선","수진",5233,4726
"2022-01-06","8호선","모란",4268,3227
"2022-01-06","8호선","남위례",3545,3874
"2022-01-06","9호선","개화",2436,1672
"2022-01-06","9호선","김포공항",6839,10131
"2022-01-06","9호선","공항시장",2842,3149
"2022-01-06","9호선","신방화",6745,6599
"2022-01-06","9호선","마곡나루(서울식물원)",11810,11643
"2022-01-06","9호선","양천향교",9457,9774
"2022-01-06","9호선","가양",19891,19636
"2022-01-06","9호선","증미",7316,7334
"2022-01-06","9호선","등촌",11255,11134
"2022-01-06","9호선","염창",16983,16675
"2022-01-06","9호선","신목동",3907,3552
"2022-01-06","9호선","선유도",8683,8328
"2022-01-06","9호선","당산",17890,17815
"2022-01-06","9호선","국회의사당",17264,17499
"2022-01-06","9호선","여의도",27737,26498
"2022-01-06","9호선","샛강",6000,6345
"2022-01-06","9호선","노량진",25383,24626
"2022-01-06","9호선","노들",4363,3757
"2022-01-06","9호선","흑석(중앙대입구)",7699,8134
"2022-01-06","9호선","동작(현충원)",1837,1485
"2022-01-06","9호선","구반포",1434,1553
"2022-01-06","9호선","신반포",3206,3167
"2022-01-06","9호선","고속터미널",11423,14551
"2022-01-06","9호선","사평",3434,3329
"2022-01-06","9호선","신논현",32112,31789
"2022-01-06","9호선2~3단계","언주",10857,11133
"2022-01-06","9호선2~3단계","선정릉",9749,10602
"2022-01-06","9호선2~3단계","삼성중앙",6744,7136
"2022-01-06","9호선2~3단계","봉은사",15577,16044
"2022-01-06","9호선2~3단계","종합운동장",4131,4202
"2022-01-06","9호선2~3단계","삼전",6789,6728
"2022-01-06","9호선2~3단계","석촌고분",6216,6010
"2022-01-06","9호선2~3단계","석촌",8204,7347
"2022-01-06","9호선2~3단계","송파나루",5134,5307
"2022-01-06","9호선2~3단계","한성백제",2493,2314
"2022-01-06","9호선2~3단계","올림픽공원(한국체대)",5900,5892
"2022-01-06","9호선2~3단계","둔촌오륜",945,943
"2022-01-06","9호선2~3단계","중앙보훈병원",10588,9442
"2022-01-06","경강선","판교",4613,4571
"2022-01-06","경강선","이매",1019,889
"2022-01-06","경강선","삼동",2394,2160
"2022-01-06","경강선","경기광주",7460,7049
"2022-01-06","경강선","초월",2969,2881
"2022-01-06","경강선","곤지암",2104,2051
"2022-01-06","경강선","신둔도예촌",1261,1216
"2022-01-06","경강선","이천",2408,2472
"2022-01-06","경강선","부발",2006,1837
"2022-01-06","경강선","세종대왕릉",266,262
"2022-01-06","경강선","여주",1794,1774
"2022-01-06","경부선","서울역",5188,1718
"2022-01-06","경부선","남영",8528,8959
"2022-01-06","경부선","용산",30796,31072
"2022-01-06","경부선","노량진",7661,7763
"2022-01-06","경부선","대방",12730,13184
"2022-01-06","경부선","영등포",35629,36169
"2022-01-06","경부선","신도림",4077,3874
"2022-01-06","경부선","신길",8602,7266
"2022-01-06","경부선","구로",17934,18221
"2022-01-06","경부선","가산디지털단지",18386,21296
"2022-01-06","경부선","금천구청",11376,11520
"2022-01-06","경부선","석수",9378,8362
"2022-01-06","경부선","관악",6959,6470
"2022-01-06","경부선","안양",20109,20122
"2022-01-06","경부선","명학",8854,8724
"2022-01-06","경부선","금정",25824,26366
"2022-01-06","경부선","군포",7519,7454
"2022-01-06","경부선","의왕",8820,8804
"2022-01-06","경부선","성균관대",13272,13214
"2022-01-06","경부선","화서",7529,7239
"2022-01-06","경부선","수원",30814,32925
"2022-01-06","경부선","독산",18491,19362
"2022-01-06","경부선","세류",2858,2529
"2022-01-06","경부선","병점",13316,13216
"2022-01-06","경부선","세마",2623,2574
"2022-01-06","경부선","오산대",2994,2757
"2022-01-06","경부선","오산",8759,8854
"2022-01-06","경부선","진위",1572,1398
"2022-01-06","경부선","송탄",3781,3745
"2022-01-06","경부선","서정리",6160,5612
"2022-01-06","경부선","평택지제",3030,2993
"2022-01-06","경부선","평택",10144,9908
"2022-01-06","경부선","성환",2818,2828
"2022-01-06","경부선","직산",685,675
"2022-01-06","경부선","두정",4408,4346
"2022-01-06","경부선","천안",3988,4171
"2022-01-06","경부선","당정",6012,5733
"2022-01-06","경부선","서동탄",1371,1209
"2022-01-06","경부선","광명",3118,2599
"2022-01-06","경원선","이촌(국립중앙박물관)",3529,2728
"2022-01-06","경원선","서빙고",1894,1725
"2022-01-06","경원선","한남",3966,3780
"2022-01-06","경원선","옥수",46,32
"2022-01-06","경원선","응봉",1845,1567
"2022-01-06","경원선","왕십리(성동구청)",13054,14699
"2022-01-06","경원선","청량리(서울시립대입구)",13434,14079
"2022-01-06","경원선","외대앞",6672,6837
"2022-01-06","경원선","신이문",8092,7522
"2022-01-06","경원선","석계",7694,8759
"2022-01-06","경원선","광운대",7067,6882
"2022-01-06","경원선","월계",6116,5791
"2022-01-06","경원선","녹천",4424,3719
"2022-01-06","경원선","방학",9086,9113
"2022-01-06","경원선","도봉산",7300,4583
"2022-01-06","경원선","망월사",7037,7223
"2022-01-06","경원선","회룡",12278,11959
"2022-01-06","경원선","의정부",17702,17963
"2022-01-06","경원선","가능",6101,6003
"2022-01-06","경원선","녹양",4341,4165
"2022-01-06","경원선","양주",7146,6731
"2022-01-06","경원선","덕계",2808,2550
"2022-01-06","경원선","덕정",4968,4831
"2022-01-06","경원선","지행",5996,6120
"2022-01-06","경원선","동두천중앙",2921,2832
"2022-01-06","경원선","보산",1303,1165
"2022-01-06","경원선","동두천",2049,2236
"2022-01-06","경원선","소요산",2341,2164
"2022-01-06","경의선","서울역",4186,5046
"2022-01-06","경의선","신촌",806,980
"2022-01-06","경의선","효창공원앞",2871,3356
"2022-01-06","경의선","공덕",3472,2982
"2022-01-06","경의선","서강대",1907,1967
"2022-01-06","경의선","홍대입구",1639,2004
"2022-01-06","경의선","가좌",5361,5207
"2022-01-06","경의선","디지털미디어시티",2422,2175
"2022-01-06","경의선","수색",2720,2828
"2022-01-06","경의선","화전",1491,1397
"2022-01-06","경의선","강매",3097,2785
"2022-01-06","경의선","행신",7602,7611
"2022-01-06","경의선","능곡",3582,3318
"2022-01-06","경의선","곡산",562,553
"2022-01-06","경의선","백마",6644,6432
"2022-01-06","경의선","풍산",5375,5020
"2022-01-06","경의선","일산",8957,8855
"2022-01-06","경의선","탄현",7428,7220
"2022-01-06","경의선","야당",7061,6853
"2022-01-06","경의선","운정",6672,6266
"2022-01-06","경의선","금릉",4700,4458
"2022-01-06","경의선","금촌",6286,6443
"2022-01-06","경의선","월롱",2272,2025
"2022-01-06","경의선","파주",957,692
"2022-01-06","경의선","문산",4812,4828
